,Date,High,Low,Open,Close,Volume,Adj Close
0,2012-05-18,45.0,38.0,42.04999923706055,38.22999954223633,573576400,38.22999954223633
1,2012-05-21,36.65999984741211,33.0,36.529998779296875,34.029998779296875,168192700,34.029998779296875
2,2012-05-22,33.59000015258789,30.940000534057617,32.61000061035156,31.0,101786600,31.0
3,2012-05-23,32.5,31.360000610351562,31.3700008392334,32.0,73600000,32.0
4,2012-05-24,33.209999084472656,31.770000457763672,32.95000076293945,33.029998779296875,50237200,33.029998779296875
5,2012-05-25,32.95000076293945,31.110000610351562,32.900001525878906,31.90999984741211,37149800,31.90999984741211
6,2012-05-29,31.690000534057617,28.649999618530273,31.479999542236328,28.84000015258789,78063400,28.84000015258789
7,2012-05-30,29.549999237060547,27.860000610351562,28.700000762939453,28.190000534057617,57267900,28.190000534057617
8,2012-05-31,29.670000076293945,26.829999923706055,28.549999237060547,29.600000381469727,111639200,29.600000381469727
9,2012-06-01,29.149999618530273,27.389999389648438,28.889999389648438,27.719999313354492,41855500,27.719999313354492
10,2012-06-04,27.649999618530273,26.440000534057617,27.200000762939453,26.899999618530273,35230300,26.899999618530273
11,2012-06-05,27.760000228881836,25.75,26.700000762939453,25.8700008392334,42473400,25.8700008392334
12,2012-06-06,27.170000076293945,25.520000457763672,26.06999969482422,26.809999465942383,61489200,26.809999465942383
13,2012-06-07,27.350000381469727,26.149999618530273,27.0,26.309999465942383,26159500,26.309999465942383
14,2012-06-08,27.760000228881836,26.440000534057617,26.549999237060547,27.100000381469727,38034000,27.100000381469727
15,2012-06-11,28.06999969482422,26.84000015258789,27.18000030517578,27.010000228881836,28219600,27.010000228881836
16,2012-06-12,27.770000457763672,26.959999084472656,27.479999542236328,27.399999618530273,15816800,27.399999618530273
17,2012-06-13,28.100000381469727,27.100000381469727,27.65999984741211,27.270000457763672,17102800,27.270000457763672
18,2012-06-14,28.31999969482422,27.3799991607666,27.649999618530273,28.290000915527344,16855000,28.290000915527344
19,2012-06-15,30.100000381469727,28.350000381469727,28.510000228881836,30.010000228881836,43563800,30.010000228881836
20,2012-06-18,32.08000183105469,29.40999984741211,29.959999084472656,31.40999984741211,42978900,31.40999984741211
21,2012-06-19,32.18000030517578,30.700000762939453,31.540000915527344,31.90999984741211,30849000,31.90999984741211
22,2012-06-20,31.93000030517578,31.149999618530273,31.920000076293945,31.600000381469727,15553600,31.600000381469727
23,2012-06-21,32.5,31.510000228881836,31.670000076293945,31.84000015258789,21875300,31.84000015258789
24,2012-06-22,33.45000076293945,32.060001373291016,32.40999984741211,33.04999923706055,74834000,33.04999923706055
25,2012-06-25,33.02000045776367,31.549999237060547,32.86000061035156,32.060001373291016,24352900,32.060001373291016
26,2012-06-26,33.439998626708984,32.5,32.689998626708984,33.099998474121094,24858700,33.099998474121094
27,2012-06-27,32.900001525878906,31.899999618530273,32.459999084472656,32.22999954223633,28568000,32.22999954223633
28,2012-06-28,32.189998626708984,30.899999618530273,31.959999084472656,31.360000610351562,17713300,31.360000610351562
29,2012-06-29,31.989999771118164,30.760000228881836,31.920000076293945,31.100000381469727,19526900,31.100000381469727
30,2012-07-02,31.729999542236328,30.549999237060547,31.25,30.770000457763672,14122000,30.770000457763672
31,2012-07-03,31.440000534057617,30.799999237060547,30.90999984741211,31.200000762939453,8763600,31.200000762939453
32,2012-07-05,31.6299991607666,31.020000457763672,31.31999969482422,31.469999313354492,10032100,31.469999313354492
33,2012-07-06,31.899999618530273,31.260000228881836,31.440000534057617,31.729999542236328,10945600,31.729999542236328
34,2012-07-09,32.880001068115234,31.989999771118164,32.099998474121094,32.16999816894531,17785200,32.16999816894531
35,2012-07-10,32.47999954223633,31.15999984741211,32.43000030517578,31.469999313354492,14269500,31.469999313354492
36,2012-07-11,31.559999465942383,30.549999237060547,31.479999542236328,30.969999313354492,13030300,30.969999313354492
37,2012-07-12,31.399999618530273,30.600000381469727,30.700000762939453,30.809999465942383,11300700,30.809999465942383
38,2012-07-13,31.06999969482422,30.559999465942383,31.040000915527344,30.719999313354492,8108300,30.719999313354492
39,2012-07-16,30.5,28.209999084472656,30.5,28.25,24672100,28.25
40,2012-07-17,28.59000015258789,27.149999618530273,28.479999542236328,28.09000015258789,30438600,28.09000015258789
41,2012-07-18,29.290000915527344,28.149999618530273,28.309999465942383,29.110000610351562,16841800,29.110000610351562
42,2012-07-19,29.5,28.6299991607666,29.40999984741211,29.0,13685100,29.0
43,2012-07-20,29.469999313354492,28.719999313354492,29.0,28.760000228881836,11869100,28.760000228881836
44,2012-07-23,29.0,28.010000228881836,28.1200008392334,28.75,12390700,28.75
45,2012-07-24,29.450000762939453,28.100000381469727,28.81999969482422,28.450000762939453,11539800,28.450000762939453
46,2012-07-25,29.489999771118164,28.079999923706055,28.389999389648438,29.34000015258789,17230200,29.34000015258789
47,2012-07-26,28.229999542236328,26.729999542236328,27.75,26.850000381469727,64597400,26.850000381469727
48,2012-07-27,24.540000915527344,22.280000686645508,23.190000534057617,23.709999084472656,123102300,23.709999084472656
49,2012-07-30,24.040000915527344,23.030000686645508,24.0,23.149999618530273,29285900,23.149999618530273
50,2012-07-31,23.3700008392334,21.610000610351562,23.3700008392334,21.709999084472656,56179400,21.709999084472656
51,2012-08-01,21.579999923706055,20.84000015258789,21.5,20.8799991607666,44604400,20.8799991607666
52,2012-08-02,20.84000015258789,19.81999969482422,20.770000457763672,20.040000915527344,56374500,20.040000915527344
53,2012-08-03,22.15999984741211,19.899999618530273,20.360000610351562,21.09000015258789,80647000,21.09000015258789
54,2012-08-06,22.149999618530273,21.299999237060547,21.389999389648438,21.920000076293945,27778900,21.920000076293945
55,2012-08-07,22.450000762939453,20.5,22.200000762939453,20.719999313354492,36782900,20.719999313354492
56,2012-08-08,21.149999618530273,20.219999313354492,20.709999084472656,20.719999313354492,29537400,20.719999313354492
57,2012-08-09,21.170000076293945,20.610000610351562,20.75,21.010000228881836,15610700,21.010000228881836
58,2012-08-10,21.81999969482422,21.1299991607666,21.40999984741211,21.809999465942383,25794700,21.809999465942383
59,2012-08-13,22.450000762939453,21.399999618530273,22.149999618530273,21.600000381469727,24973100,21.600000381469727
60,2012-08-14,21.600000381469727,20.25,21.40999984741211,20.3799991607666,39308800,20.3799991607666
61,2012-08-15,21.40999984741211,20.399999618530273,20.639999389648438,21.200000762939453,47861100,21.200000762939453
62,2012-08-16,20.479999542236328,19.690000534057617,20.440000534057617,19.8700008392334,157565300,19.8700008392334
63,2012-08-17,20.079999923706055,19.0,20.010000228881836,19.049999237060547,129293400,19.049999237060547
64,2012-08-20,20.1299991607666,18.75,19.049999237060547,20.010000228881836,101186600,20.010000228881836
65,2012-08-21,19.979999542236328,19.09000015258789,19.579999923706055,19.15999984741211,70640600,19.15999984741211
66,2012-08-22,19.530000686645508,18.959999084472656,19.360000610351562,19.440000534057617,49892200,19.440000534057617
67,2012-08-23,19.729999542236328,19.360000610351562,19.5,19.440000534057617,32813700,19.440000534057617
68,2012-08-24,19.68000030517578,19.25,19.520000457763672,19.40999984741211,29622200,19.40999984741211
69,2012-08-27,19.530000686645508,19.100000381469727,19.489999771118164,19.149999618530273,20704000,19.149999618530273
70,2012-08-28,19.3799991607666,18.950000762939453,19.100000381469727,19.34000015258789,25417000,19.34000015258789
71,2012-08-29,19.3799991607666,19.06999969482422,19.31999969482422,19.100000381469727,16124700,19.100000381469727
72,2012-08-30,19.450000762939453,19.059999465942383,19.270000457763672,19.09000015258789,30647500,19.09000015258789
73,2012-08-31,18.700000762939453,18.030000686645508,18.68000030517578,18.059999465942383,58764200,18.059999465942383
74,2012-09-04,18.270000457763672,17.549999237060547,18.079999923706055,17.729999542236328,46622400,17.729999542236328
75,2012-09-05,18.75,18.18000030517578,18.270000457763672,18.579999923706055,60781800,18.579999923706055
76,2012-09-06,19.260000228881836,18.719999313354492,18.739999771118164,18.959999084472656,46066500,18.959999084472656
77,2012-09-07,19.420000076293945,18.780000686645508,19.100000381469727,18.979999542236328,36371700,18.979999542236328
78,2012-09-10,19.200000762939453,18.549999237060547,19.059999465942383,18.809999465942383,24797800,18.809999465942383
79,2012-09-11,19.579999923706055,18.850000381469727,18.920000076293945,19.43000030517578,50508200,19.43000030517578
80,2012-09-12,21.15999984741211,20.280000686645508,20.760000228881836,20.93000030517578,121584000,20.93000030517578
81,2012-09-13,21.479999542236328,20.610000610351562,20.959999084472656,20.709999084472656,65041600,20.709999084472656
82,2012-09-14,22.079999923706055,20.899999618530273,21.1299991607666,22.0,72819800,22.0
83,2012-09-17,22.75,21.5,22.670000076293945,21.520000457763672,50667600,21.520000457763672
84,2012-09-18,21.979999542236328,21.3700008392334,21.600000381469727,21.8700008392334,36760500,21.8700008392334
85,2012-09-19,23.3700008392334,21.770000457763672,21.989999771118164,23.290000915527344,78782800,23.290000915527344
86,2012-09-20,23.239999771118164,22.540000915527344,23.020000457763672,22.59000015258789,57248900,22.59000015258789
87,2012-09-21,23.239999771118164,22.600000381469727,22.969999313354492,22.860000610351562,51218100,22.860000610351562
88,2012-09-24,21.979999542236328,20.360000610351562,21.780000686645508,20.790000915527344,79106500,20.790000915527344
89,2012-09-25,21.209999084472656,20.219999313354492,21.200000762939453,20.280000686645508,46291700,20.280000686645508
90,2012-09-26,20.780000686645508,19.799999237060547,20.149999618530273,20.6200008392334,38271900,20.6200008392334
91,2012-09-27,21.0,20.15999984741211,20.989999771118164,20.31999969482422,30215900,20.31999969482422
92,2012-09-28,21.950000762939453,20.5,20.56999969482422,21.65999984741211,65486000,21.65999984741211
93,2012-10-01,22.59000015258789,21.729999542236328,22.079999923706055,21.989999771118164,51262700,21.989999771118164
94,2012-10-02,22.489999771118164,21.81999969482422,22.079999923706055,22.270000457763672,29341400,22.270000457763672
95,2012-10-03,22.489999771118164,21.799999237060547,22.299999237060547,21.829999923706055,32000100,21.829999923706055
96,2012-10-04,22.399999618530273,21.40999984741211,22.31999969482422,21.950000762939453,46892100,21.950000762939453
