,index,High,Low,Open,Close,Volume,Adj Close
10741,1990-01-02,1.3392857313156128,1.25,1.2589285373687744,1.3303571939468384,45799600.0,0.12152758240699768
10740,1990-01-03,1.3571428060531616,1.3392857313156128,1.3571428060531616,1.3392857313156128,51998800.0,0.12234319001436234
10739,1990-01-04,1.3839285373687744,1.3303571939468384,1.3660714626312256,1.34375,55378400.0,0.12275100499391556
10738,1990-01-05,1.3660714626312256,1.3214285373687744,1.3482142686843872,1.3482142686843872,30828000.0,0.12315880507230759
10737,1990-01-06,1.3660714626312256,1.3214285373687744,1.3482142686843872,1.3482142686843872,30828000.0,0.12315880507230759
10736,1990-01-07,1.3660714626312256,1.3214285373687744,1.3482142686843872,1.3482142686843872,30828000.0,0.12315880507230759
10735,1990-01-08,1.3571428060531616,1.3214285373687744,1.3392857313156128,1.3571428060531616,25393200.0,0.12397442013025284
10734,1990-01-09,1.3571428060531616,1.3214285373687744,1.3571428060531616,1.34375,21534800.0,0.12275100499391556
10733,1990-01-10,1.34375,1.2767857313156128,1.34375,1.2857142686843872,49929600.0,0.11744947731494904
10732,1990-01-11,1.2946428060531616,1.2321428060531616,1.2946428060531616,1.2321428060531616,52763200.0,0.11255573481321335
10731,1990-01-12,1.2410714626312256,1.2053571939468384,1.2232142686843872,1.2321428060531616,42974400.0,0.11255573481321335
10730,1990-01-13,1.2410714626312256,1.2053571939468384,1.2232142686843872,1.2321428060531616,42974400.0,0.11255573481321335
10729,1990-01-14,1.2410714626312256,1.2053571939468384,1.2232142686843872,1.2321428060531616,42974400.0,0.11255573481321335
10728,1990-01-15,1.2767857313156128,1.2232142686843872,1.2321428060531616,1.2232142686843872,40434800.0,0.1117401272058487
10727,1990-01-16,1.25,1.1696428060531616,1.1964285373687744,1.2455357313156128,53561200.0,0.11377920210361481
10726,1990-01-17,1.2410714626312256,1.1785714626312256,1.2410714626312256,1.1875,49324800.0,0.1084776446223259
10725,1990-01-18,1.1964285373687744,1.1517857313156128,1.1785714626312256,1.15625,68322800.0,0.10562296211719513
10724,1990-01-19,1.2321428060531616,1.1964285373687744,1.2053571939468384,1.2232142686843872,66284400.0,0.1117401272058487
10723,1990-01-20,1.2321428060531616,1.1964285373687744,1.2053571939468384,1.2232142686843872,66284400.0,0.1117401272058487
10722,1990-01-21,1.2321428060531616,1.1964285373687744,1.2053571939468384,1.2232142686843872,66284400.0,0.1117401272058487
10721,1990-01-22,1.2321428060531616,1.1875,1.2142857313156128,1.1875,36402800.0,0.1084776446223259
10720,1990-01-23,1.2232142686843872,1.1785714626312256,1.2053571939468384,1.2053571939468384,35218400.0,0.11010885238647461
10719,1990-01-24,1.2232142686843872,1.1517857313156128,1.1607142686843872,1.2142857313156128,42448000.0,0.11092451959848404
10718,1990-01-25,1.2410714626312256,1.2142857313156128,1.2232142686843872,1.21875,27885200.0,0.11133228987455368
10717,1990-01-26,1.2142857313156128,1.1517857313156128,1.2142857313156128,1.1696428060531616,45312400.0,0.10684636980295181
10716,1990-01-27,1.2142857313156128,1.1517857313156128,1.2142857313156128,1.1696428060531616,45312400.0,0.10684636980295181
10715,1990-01-28,1.2142857313156128,1.1517857313156128,1.2142857313156128,1.1696428060531616,45312400.0,0.10684636980295181
10714,1990-01-29,1.1964285373687744,1.1473214626312256,1.1785714626312256,1.1875,29982400.0,0.1084776446223259
10713,1990-01-30,1.2321428060531616,1.1785714626312256,1.1875,1.2142857313156128,29111600.0,0.11092451959848404
10712,1990-01-31,1.2410714626312256,1.1785714626312256,1.2321428060531616,1.2142857313156128,35985600.0,0.11092451959848404
10711,1990-02-01,1.2366071939468384,1.1964285373687744,1.2321428060531616,1.2008928060531616,29268400.0,0.10970107465982437
10710,1990-02-02,1.2410714626312256,1.1875,1.1875,1.2232142686843872,29618400.0,0.1117401272058487
10709,1990-02-03,1.2410714626312256,1.1875,1.1875,1.2232142686843872,29618400.0,0.1117401272058487
10708,1990-02-04,1.2410714626312256,1.1875,1.1875,1.2232142686843872,29618400.0,0.1117401272058487
10707,1990-02-05,1.2589285373687744,1.2142857313156128,1.2232142686843872,1.25,25438000.0,0.11418697237968445
10706,1990-02-06,1.25,1.2142857313156128,1.2410714626312256,1.2410714626312256,18480000.0,0.11337137967348099
10705,1990-02-07,1.2142857313156128,1.1607142686843872,1.1785714626312256,1.1875,78111600.0,0.1084776446223259
10704,1990-02-08,1.1964285373687744,1.1517857313156128,1.1875,1.1785714626312256,46659200.0,0.10766199976205826
10703,1990-02-09,1.2321428060531616,1.1875,1.1964285373687744,1.2232142686843872,42019600.0,0.1117401272058487
10702,1990-02-10,1.2321428060531616,1.1875,1.1964285373687744,1.2232142686843872,42019600.0,0.1117401272058487
10701,1990-02-11,1.2321428060531616,1.1875,1.1964285373687744,1.2232142686843872,42019600.0,0.1117401272058487
10700,1990-02-12,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2142857313156128,18729200.0,0.11092451959848404
10699,1990-02-13,1.25,1.2053571939468384,1.2142857313156128,1.2321428060531616,25541600.0,0.11255573481321335
10698,1990-02-14,1.2410714626312256,1.2053571939468384,1.2321428060531616,1.2232142686843872,24015600.0,0.1117401272058487
10697,1990-02-15,1.2232142686843872,1.1964285373687744,1.2053571939468384,1.2232142686843872,24491600.0,0.1117401272058487
10696,1990-02-16,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2053571939468384,31802400.0,0.12098901718854904
10695,1990-02-17,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2053571939468384,31802400.0,0.12098901718854904
10694,1990-02-18,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2053571939468384,31802400.0,0.12098901718854904
10693,1990-02-19,1.2321428060531616,1.2053571939468384,1.2232142686843872,1.2053571939468384,31802400.0,0.12098901718854904
10692,1990-02-20,1.2053571939468384,1.1785714626312256,1.1964285373687744,1.1964285373687744,30811200.0,0.12009286135435104
10691,1990-02-21,1.2232142686843872,1.1607142686843872,1.1696428060531616,1.2142857313156128,43976800.0,0.12188529968261719
10690,1990-02-22,1.2321428060531616,1.1785714626312256,1.2142857313156128,1.1785714626312256,48795600.0,0.1183004081249237
10689,1990-02-23,1.1964285373687744,1.1696428060531616,1.1696428060531616,1.1875,37489200.0,0.11919665336608887
10688,1990-02-24,1.1964285373687744,1.1696428060531616,1.1696428060531616,1.1875,37489200.0,0.11919665336608887
10687,1990-02-25,1.1964285373687744,1.1696428060531616,1.1696428060531616,1.1875,37489200.0,0.11919665336608887
10686,1990-02-26,1.2232142686843872,1.1785714626312256,1.1785714626312256,1.2142857313156128,19902400.0,0.12188529968261719
10685,1990-02-27,1.2232142686843872,1.1964285373687744,1.2142857313156128,1.1964285373687744,18488400.0,0.12009286135435104
10684,1990-02-28,1.2142857313156128,1.1875,1.1964285373687744,1.2142857313156128,27333600.0,0.12188529968261719
10683,1990-03-01,1.2410714626312256,1.1875,1.1964285373687744,1.2232142686843872,50974000.0,0.12278151512145996
10682,1990-03-02,1.2410714626312256,1.1875,1.1964285373687744,1.2053571939468384,26224800.0,0.12098901718854904
10681,1990-03-03,1.2410714626312256,1.1875,1.1964285373687744,1.2053571939468384,26224800.0,0.12098901718854904
10680,1990-03-04,1.2410714626312256,1.1875,1.1964285373687744,1.2053571939468384,26224800.0,0.12098901718854904
10679,1990-03-05,1.2410714626312256,1.1964285373687744,1.1964285373687744,1.2321428060531616,45617600.0,0.12367770075798035
10678,1990-03-06,1.2589285373687744,1.2321428060531616,1.25,1.2589285373687744,39004000.0,0.12636636197566986
10677,1990-03-07,1.2857142686843872,1.25,1.25,1.2633928060531616,51055200.0,0.12681445479393005
10676,1990-03-08,1.3214285373687744,1.25,1.2767857313156128,1.3125,55960800.0,0.1317436695098877
10675,1990-03-09,1.3392857313156128,1.2946428060531616,1.3125,1.3169642686843872,57618400.0,0.13219177722930908
