Date,High,Low,Open,Close,Volume,Adj Close
2015-10-21,60.970001220703125,55.0,60.0,55.0,22425300.0,53.139129638671875
2015-10-22,58.20000076293945,55.70000076293945,57.06999969482422,56.75,4545100.0,54.829917907714844
2015-10-23,58.0,56.27000045776367,57.77000045776367,56.380001068115234,1967600.0,54.472434997558594
2015-10-26,57.0,54.53499984741211,57.0,55.02000045776367,1466200.0,53.158451080322266
2015-10-27,54.9900016784668,49.36000061035156,54.79999923706055,53.849998474121094,5949200.0,52.02803421020508
2015-10-28,54.15999984741211,50.099998474121094,54.02000045776367,51.869998931884766,2411300.0,50.115028381347656
2015-10-29,52.470001220703125,50.75699996948242,51.869998931884766,51.02000045776367,1362800.0,49.29378890991211
2015-10-30,51.79999923706055,49.65999984741211,51.560001373291016,50.43000030517578,1355100.0,48.723751068115234
2015-11-02,53.16999816894531,49.88999938964844,50.86000061035156,53.08000183105469,890200.0,51.28409194946289
2015-11-03,55.0,52.119998931884766,53.09000015258789,52.380001068115234,1022400.0,50.6077766418457
2015-11-04,54.040000915527344,52.75,52.959999084472656,53.439998626708984,753300.0,51.63190841674805
2015-11-05,53.849998474121094,51.61000061035156,53.45000076293945,51.7400016784668,820200.0,49.98942565917969
2015-11-06,52.43000030517578,51.79999923706055,52.20000076293945,52.43000030517578,513500.0,50.65608215332031
2015-11-09,53.650001525878906,52.0,52.81999969482422,53.20000076293945,442800.0,51.40003204345703
2015-11-10,54.0,53.09000015258789,53.70000076293945,54.0,376800.0,52.1729621887207
2015-11-11,54.5,53.029998779296875,54.0,54.34000015258789,471500.0,52.501461029052734
2015-11-12,54.400001525878906,53.2599983215332,54.33000183105469,54.119998931884766,379300.0,52.288902282714844
2015-11-13,53.95000076293945,50.52000045776367,53.95000076293945,51.400001525878906,1337000.0,49.66093444824219
2015-11-16,51.95000076293945,48.83000183105469,51.95000076293945,49.5099983215332,1297500.0,47.83487319946289
2015-11-17,50.77000045776367,48.810001373291016,50.279998779296875,48.97999954223633,897300.0,47.32280731201172
2015-11-18,49.4739990234375,47.209999084472656,49.38999938964844,47.279998779296875,1102000.0,45.680328369140625
2015-11-19,47.86000061035156,45.83000183105469,47.459999084472656,47.599998474121094,2163800.0,45.98949432373047
2015-11-20,48.4900016784668,47.619998931884766,47.869998931884766,48.08000183105469,542500.0,46.45326232910156
2015-11-23,48.290000915527344,45.97999954223633,48.099998474121094,46.0,1389000.0,44.44363784790039
2015-11-24,46.459999084472656,44.650001525878906,46.0,46.279998779296875,1036600.0,44.71415710449219
2015-11-25,46.83000183105469,45.5,46.5,45.65999984741211,868900.0,44.115135192871094
2015-11-27,46.41999816894531,45.400001525878906,45.59000015258789,46.060001373291016,285300.0,44.50160217285156
2015-11-30,46.869998931884766,45.880001068115234,46.29999923706055,46.349998474121094,566400.0,44.78178787231445
2015-12-01,48.2599983215332,46.439998626708984,46.5,47.63999938964844,667100.0,46.02814865112305
2015-12-02,48.12799835205078,46.849998474121094,47.880001068115234,47.209999084472656,614800.0,45.61269760131836
2015-12-03,47.86000061035156,46.25,47.439998626708984,47.060001373291016,528500.0,45.467769622802734
2015-12-04,48.849998474121094,47.09000015258789,47.34000015258789,48.54999923706055,583200.0,46.90735626220703
2015-12-07,50.38999938964844,47.5099983215332,48.650001525878906,47.9900016784668,861400.0,46.36630630493164
2015-12-08,49.0,47.0,48.4900016784668,47.619998931884766,842500.0,46.00882339477539
2015-12-09,49.439998626708984,47.13999938964844,47.439998626708984,47.75,507600.0,46.13442611694336
2015-12-10,49.36000061035156,47.880001068115234,48.06999969482422,48.97999954223633,526800.0,47.32280731201172
2015-12-11,49.220001220703125,47.59400177001953,48.0099983215332,48.790000915527344,480300.0,47.13924026489258
2015-12-14,48.70000076293945,46.0,48.04999923706055,46.93000030517578,691500.0,45.342166900634766
2015-12-15,49.09000015258789,46.900001525878906,46.93000030517578,47.54999923706055,760700.0,45.94118881225586
2015-12-16,48.970001220703125,47.290000915527344,48.31999969482422,48.5,534500.0,46.85905075073242
2015-12-17,48.9900016784668,47.02000045776367,48.650001525878906,47.47999954223633,547100.0,45.873558044433594
2015-12-18,47.47999954223633,46.0,46.959999084472656,46.36000061035156,461200.0,44.79145431518555
2015-12-21,47.79999923706055,46.09000015258789,46.25,47.40999984741211,623100.0,45.80592727661133
2015-12-22,48.72999954223633,46.560001373291016,47.47999954223633,46.619998931884766,448500.0,45.042659759521484
2015-12-23,47.9900016784668,46.810001373291016,47.040000915527344,47.04999923706055,232200.0,45.45811080932617
2015-12-24,47.5099983215332,46.61000061035156,46.619998931884766,46.75,150600.0,45.16825866699219
2015-12-28,47.5,46.275001525878906,47.290000915527344,46.43000030517578,269300.0,44.85908508300781
2015-12-29,48.13999938964844,46.70500183105469,46.84000015258789,47.93000030517578,505500.0,46.30833053588867
2015-12-30,48.54999923706055,47.5,47.93000030517578,48.40999984741211,297000.0,46.772098541259766
2015-12-31,48.8849983215332,47.43000030517578,48.2599983215332,48.0,390400.0,46.37596893310547
2016-01-04,47.810001373291016,46.40999984741211,47.290000915527344,47.38999938964844,2507000.0,45.78660583496094
